qd,s_data
26.101000000000003,1.0976548638228774
26.201000000000004,1.0859062333360756
26.301000000000002,1.0735568912528353
26.401000000000003,1.0607904133057462
26.501,1.0477820822910087
26.601000000000003,1.0346962652445661
26.701000000000004,1.021684568608883
26.801000000000002,1.0088847047126666
26.901000000000003,0.9964199767630386
27.001,0.984399276089332
27.101000000000003,0.9729174823095836
27.201000000000004,0.9620561617817586
27.301000000000002,0.9518844695732833
27.401000000000003,0.9424601729782034
27.501,0.9338307285290295
27.601000000000003,0.9260343581730336
27.701000000000004,0.9191010829409574
27.801000000000002,0.9130536835351558
27.901000000000003,0.907908566598633
28.001,0.9036765229967015
28.101000000000003,0.9003633703846146
28.201000000000004,0.8979704768612505
28.301000000000002,0.8964951658714231
28.401000000000003,0.895931004976843
28.501,0.8962679829183055
28.601000000000003,0.8974925807698915
28.701000000000004,0.8995877441464085
28.801000000000002,0.9025327645481365
28.901000000000003,0.906303079164978
29.001,0.9108699999401518
29.101000000000003,0.916200384505184
29.201000000000004,0.9222562638020222
29.301000000000002,0.9289944438214681
29.401000000000003,0.936366101876348
29.501,0.9443164010985825
29.601000000000003,0.9527841502357249
29.701000000000004,0.9617015390780623
29.801000000000002,0.9709939826399393
29.901000000000003,0.9805801091336505
30.001,0.9903719273276775
30.101000000000003,1.0002752075509809
30.201000000000004,1.0101901068778127
30.301000000000002,1.0200120624644464
30.401000000000003,1.0296329673283295
30.501,1.0389426300268585
30.601000000000003,1.0478305040059581
30.701000000000004,1.0561876545446658
30.801000000000002,1.0639089123395955
30.901000000000003,1.0708951443564725
31.001,1.0770555564059294
31.101000000000003,1.082309929854604
31.201000000000004,1.0865906886938623
31.301000000000002,1.0898446941825224
31.401000000000003,1.0920346731269626
31.501,1.0931402024005692
31.601000000000003,1.093158195477237
31.701000000000004,1.0921028646828894
31.801000000000002,1.0900051630689271
31.901000000000003,1.086911739506421
32.001,1.0828834670942804
32.101,1.0779936260056096
32.201,1.0723258359090984
32.301,1.0659718394000002
32.400999999999996,1.059029236631772
32.501,1.0515992634818967
32.601,1.0437846925861214
32.701,1.0356879201974145
32.801,1.0274092838731854
32.900999999999996,1.0190456381007966
33.001,1.0106891984567345
33.101,1.0024266506894446
