theta_a,p_theta,prob
0.15739442152253472,0.19777094299399345,0.0006225614980094366
0.1605423099529854,0.2018692072780162,0.0006354623898860418
0.1636901983834361,0.2059759869827586,0.0006483900873843384
0.1668380868138868,0.21009145163465526,0.0006613451241551722
0.1699859752443375,0.21421577086134444,0.0006743280341679678
0.1731338636747882,0.21834911438874716,0.0006873393517015328
0.1762817521052389,0.22249165203783117,0.000700379611333872
0.17942964053568958,0.2266435537210487,0.0007134493479309732
0.18257752896614027,0.23080498943843952,0.0007265490966345403
0.18572541739659096,0.23497612927338857,0.0007396793928486387
0.18887330582704165,0.23915714338802757,0.0007528407722252205
0.19202119425749237,0.24334820201827,0.0007660337706484941
0.19516908268794306,0.24754947546846895,0.0007792589242181091
0.19831697111839375,0.25176113410568624,0.0007925167692311148
0.20146485954884444,0.2559833483535613,0.0008058078421626613
0.20461274797929513,0.2602162886857687,0.0008191326796454033
0.20776063640974582,0.26446012561905097,0.0008324918184475692
0.2109085248401965,0.2687150297058157,0.0008458857954496568
0.21405641327064723,0.2729811715262842,0.0008593151476197187
0.21720430170109792,0.2772587216801773,0.0008727804119871898
0.2203521901315486,0.2815478507779269,0.0008862821256152224
0.2235000785619993,0.28584872943139755,0.0008998208255714784
0.22664796699245,0.29016152824410735,0.0009133970488973463
0.22979585542290068,0.2944864178009292,0.0009270113325755212
0.23294374385335137,0.2988235686572628,0.0009406642134959199
0.2360916322838021,0.3031731513276573,0.0009543562284198662
0.23923952071425278,0.30753533627387386,0.0009680879139425128
0.24238740914470347,0.3119102938923696,0.0009818598064534425
0.24553529757515416,0.31629819450118546,0.0009956724420953928
0.24868318600560485,0.3206992083262264,0.0010095263567210663
0.25183107443605557,0.3251135054869101,0.0010234220858479559
0.25497896286650623,0.32954125598117273,0.0010373601646111435
0.25812685129695695,0.3339826296698103,0.0010513411277140088
0.2612747397274076,0.3384377962601379,0.0010653655093767903
0.26442262815785833,0.34290692528894884,0.0010794338432829418
0.267570516588309,0.34739018610475303,0.0010935466625232224
0.2707184050187597,0.35188774784927657,0.0011077044995374573
0.27386629344921043,0.3563997794382004,0.0011219078860539066
0.2770141818796611,0.3609264495411175,0.0011361573530261715
0.2801620703101118,0.3654679265606894,0.0011504534305675825
0.2833099587405625,0.3700243786109759,0.001164796647882983
0.2864578471710132,0.37459597349492046,0.0011791875331978558
0.28960573560146385,0.3791828786809641,0.0011936266136847063
0.29275362403191457,0.3837852612787661,0.0012081144153866337
0.2959015124623653,0.3884032880140082,0.0012226514631380177
0.29904940089281595,0.39303712520225476,0.0012372382804822332
0.30219728932326667,0.3976869387218459,0.00125187538958632
0.30534517775371733,0.40235289398579566,0.0012665633111525218
0.30849306618416805,0.4070351559126715,0.0012813025643266189
0.3116409546146187,0.41173388889642276,0.0012960936666029496
0.31478884304506943,0.4164492567751344,0.001310937133726052
0.31793673147552015,0.42118142279867554,0.0013258334795888242
0.3210846199059708,0.42593054959521265,0.0013407832161271118
0.32423250833642153,0.4306967991365584,0.0013557868532106296
0.3273803967668722,0.4354803327023239,0.0013708448985301175
0.3305282851973229,0.44028131084284333,0.0013859578574806298
0.3336761736277736,0.445099893340838,0.0014011262330408593
0.3368240620582243,0.4499362391717863,0.001416350525648385
0.339971950488675,0.4547905064629664,0.0014316312330707444
0.3431198389191257,0.4596628524511342,0.0014469688502722062
0.3462677273495764,0.4645534334388033,0.0014623638692761467
0.34941561578002706,0.4694624047490876,0.0014778167790228973
0.3525635042104778,0.4743899206790722,0.0014933280652229624
0.35571139264092844,0.4793361344516689,0.0015088982102054646
0.35885928107137915,0.48430119816592115,0.0015245276927617118
0.3620071695018299,0.4892852627457163,0.0015402169879837472
0.36515505793228054,0.4942884778868622,0.001555966567097752
0.36830294636273125,0.4993109920024875,0.0015717768972921741
0.3714508347931819,0.5043529521667207,0.0015876484415404324
0.37459872322363263,0.5094145040566042,0.0016035816584180705
0.3777466116540833,0.5144957918921964,0.0016195770019142054
0.380894500084534,0.5195969583748152,0.0016356349212371221
0.38404238851498473,0.5247181446233762,0.001651755860613875
0.3871902769454354,0.5298594901087738,0.001667940259083727
0.3903381653758861,0.5350211325862577,0.001684188550285277
0.3934860538063368,0.5402032080257513,0.0017005011622371097
0.3966339422367875,0.5454058505400583,0.001716878517111799
0.39978183066723816,0.5506291923109072,0.0017333210310031026
0.4029297190976889,0.5558733635127738,0.0017498291136861647
0.4060776075281396,0.5611384922344277,0.0017664031683705522
0.40922549595859026,0.5664247043981444,0.0017830435914459439
0.412373384389041,0.5717321236765236,0.0017997507722202816
0.41552127281949164,0.5770608714068507,0.0018165250926501922
0.41866916124994236,0.582411066502945,0.0018333669270634934
0.421817049680393,0.5877828253644237,0.0018502766418735663
0.42496493811084374,0.5931762617833216,0.0018672545952854065
0.42811282654129446,0.5985914868479996,0.0018843011369931361
0.4312607149717451,0.6040286088442699,0.0019014166078687588
0.43440860340219584,0.6094877331536753,0.0019186013396419515
0.4375564918326465,0.6149689621488428,0.001935855654570651
0.4407043802630972,0.620472395085846,0.0019531798651022214
0.4438522686935479,0.6259981279934976,0.00197057427352496
0.4470001571239986,0.6315462535594977,0.001988039171609702
0.4501480455544493,0.6371168610133586,0.0020055748402412845
0.4532959339849,0.6427100360060282,0.0020231815490396087
0.4564438224153507,0.6483258604861295,0.0020408595559700616
0.45959171084580136,0.6539644125727336,0.0020586091069430125
0.4627395992762521,0.6596257664245818,0.002076430435402144
0.46588748770670274,0.6653099921056671,0.0020943237619013132
0.46903537613715346,0.6710171554470927,0.0021122892936697004
0.4721832645676042,0.6767473179051101,0.0021303272241649253
0.47533115299805484,0.682500536415249,0.0021484377326138663
0.47847904142850556,0.6882768632424434,0.0021666209835408713
0.4816269298589562,0.6940763458270568,0.0021848771262830647
0.48477481828940694,0.6998990266267097,0.0022032062944924353
0.4879227067198576,0.705744942953809,0.002221608605624396
0.4910705951503083,0.7116141268086749,0.002240084160412488
0.49421848358075904,0.7175066047081646,0.0022586330423289037
0.4973663720112097,0.7234223975096823,0.0022772553170304923
0.5005142604416604,0.7293615202304728,0.0022959510317899124
0.5036621488721111,0.7353239818620805,0.0023147202149115713
0.5068100373025618,0.7413097851798666,0.002333562875132006
0.5099579257330125,0.7473189265474709,0.0023524790010043483
0.5131058141634631,0.7533513957160943,0.0023714685602664893
0.5162537025939139,0.7594071756184918,0.002390531499192591
0.5194015910243646,0.7654862421575445,0.002409667741927534
0.5225494794548152,0.7715885639892989,0.0024288771898039498
0.525697367885266,0.7777141023003386,0.002448159720641409
0.5288452563157167,0.7838628105793628,0.0024675151880273766
0.5319931447461673,0.7900346343828445,0.0024869434205795297
0.535141033176618,0.7962295110946348,0.002506444221189016
0.5382889216070688,0.802447369679377,0.00252601736624423
0.5414368100375194,0.8086881304295946,0.0025456626048346734
0.5445846984679701,0.8149517047063196,0.0025653796579344795
0.5477325868984209,0.8212379946731122,0.0025851682175651374
0.5508804753288715,0.8275468930233355,0.002605027945936982
0.5540283637593222,0.8338782827005371,0.0026249584745689854
0.5571762521897728,0.8402320366117919,0.0026449594033863917
0.5603241406202236,0.8466080173338572,0.002665030299795723
0.5634720290506743,0.8530060768119878,0.002685170697736686
0.566619917481125,0.8594260560512618,0.0027053800967104936
0.5697678059115757,0.8658677848002567,0.0027256579607841183
0.5729156943420264,0.8723310812269259,0.0027460037175699795
0.576063582772477,0.878815751586513,0.002766416757180579
0.5792114712029277,0.8853215898813437,0.002786896431157559
0.5823593596333785,0.8918483775123418,0.0028074420513747164
0.5855072480638291,0.8983958829220908,0.002828052888914395
0.5886551364942798,0.9049638612292972,0.002848728172916818
0.5918030249247306,0.9115520538544716,0.0028694670894017734
0.5949509133551812,0.9181601881366726,0.002890268780062163
0.5980988017856319,0.924787976941142,0.0029111323410288817
0.6012466902160826,0.9314351182576645,0.002932056821606498
0.6043945786465333,0.9381012947894798,0.002953041222979193
0.607542467076984,0.9447861735325798,0.0029740844968864327
0.6106903555074347,0.9514894053452242,0.002995185544267853
0.6138382439378854,0.9582106245074982,0.003016343213876791
0.6169861323683361,0.9649494482707464,0.0030375563008619546
0.6201340207987868,0.9717054763967126,0.003058823545316683
0.6232819092292374,0.9784782906862187,0.0030801436307952798
0.6264297976596882,0.9852674544972104,0.003101515182795873
0.6295776860901389,0.992072512252004,0.0031229367672092802
0.6327255745205895,0.9988929889335728,0.0031444068887333753
0.6358734629510403,1.0057283895707074,0.003165923989252426
0.639021351381491,1.0125781987118805,0.0031874864461808785
0.6421692398119416,1.019441879887672,0.003209092570771131
0.6453171282423923,1.0263188750615875,0.0032307406063847677
0.6484650166728431,1.033208604069117,0.0032524287267267785
0.6516129051032937,1.040110464044893,0.0032741550340423123
0.6547607935337444,1.0470238288377969,0.0032959175572754985
0.6579086819641952,1.0539480484138728,0.003317714250189882
0.6610565703946458,1.060882448246919,0.0033395429894500714
0.6642044588250965,1.0678263286966256,0.0033614015726641843
0.6673523472555472,1.0747789643741374,0.003383287716386708
0.6705002356859979,1.0817396034949256,0.0034051990540814097
0.6736481241164486,1.08870746721886,0.0034271331340439545
0.6767960125468993,1.0956817489773925,0.003449087417283954
0.67994390097735,1.1026616137877514,0.0034710592753661213
0.6830917894078007,1.1096461975540712,0.0034930459882103054
0.6862396778382513,1.1166346063553998,0.0035150447418502147
0.689387566268702,1.123625915720514,0.003537052626150615
0.6925354546991528,1.1306191698895083,0.0035590666324828908
0.6956833431296034,1.1376133810621318,0.0035810836513588897
0.6988312315600541,1.1446075286328572,0.0036031004700230046
0.7019791199905049,1.1516005584126774,0.003625113770002475
0.7051270084209555,1.1585913818376703,0.0036471201246160304
